SNPnames	Corr.All	FST.All	s_high	demog	p.end	SNPIncluded	He.LS	He_samp	log.bf	rho	xtx	xtx.empP	bf.empP	rho.empP	TW.Zscore	TW.MinusLogP	TW.P
1364518619_465	-0.020762034	0.07494513	0	1R	0.191469862	TRUE	0.309618308	0.291629012	-1.175711418	0.073586	92.283	0.372121212	0.547676768	0.792323232	1.11116	0.574305	0.266498
1364501726_501	0.023180069	0.017705246	0	1R	0.341042751	TRUE	0.449465186	0.448443827	-1.143373806	0.04151	85.935	0.06	0.597070707	0.562424242	0.0316938	0.0111218	0.974716
1364581243_273	0.177246266	0.065136031	0	1R	0.886022322	TRUE	0.201973534	0.177327778	-1.379770223	-0.049115	96.451	0.645959596	0.042424242	0.052727273	0.728411	0.331277	0.466362
1364533071_385	-0.133434054	0.114584927	0	1R	0.595791811	TRUE	0.481647858	0.487553086	-1.345082612	-0.0065107	103.55	0.904343434	0.104444444	0.204242424	0.0673332	0.0239636	0.946316
1364519013_698	-0.014661491	0.064881529	0	1R	0.571766627	TRUE	0.489699102	0.488916049	-1.209588156	-0.0050532	95.736	0.600505051	0.476767677	0.214343434	1.21255	0.647233	0.225303
1364614182_428	0.09753424	0.045454903	0	1R	0.386940079	TRUE	0.474434909	0.482577778	-0.917430036	0.070117	94.993	0.553737374	0.811515152	0.772222222	0.754468	0.346239	0.450568
1364514656_156	-0.062499536	0.024108051	0	1R	0.585568404	TRUE	0.485356096	0.47795	-1.224091145	0.03295	89.429	0.196969697	0.445353535	0.491313131	0.0849538	0.0304452	0.932298
1364595027_953	0.324501669	0.076536006	0	1R	0.890230445	TRUE	0.1954404	0.21875	-1.066047285	-0.089379	98.187	0.733535354	0.694343434	0.008585859	0.242229	0.0922646	0.808603
1364581549_541	-0.110108771	0.04406208	0	1R	0.911529317	TRUE	0.161287243	0.179110494	-1.295617807	0.0014465	85.182	0.040606061	0.247878788	0.254646465	0.692797	0.311192	0.488437
1364591356_691	0.057685837	0.019809086	0	1R	0.843975103	TRUE	0.263362258	0.266527778	-1.297560847	-0.0179	92.422	0.382222222	0.241212121	0.148181818	0.0170058	0.00593285	0.986432
1364524708_584	-0.425637464	0.092202266	0	1R	0.83148342	TRUE	0.280237484	0.28802716	-1.213894823	0.043179	99.327	0.782121212	0.467878788	0.575656566	1.92528	1.26604	0.0541946
1364566660_62	0.038664061	0.029587222	0	1R	0.711894229	TRUE	0.410201672	0.405629012	-0.437041331	0.089195	94.76	0.54	0.956565657	0.87020202	0.0818375	0.0292925	0.934776
1364663447_308	0.182333967	0.03792729	0	1R	0.398983757	TRUE	0.479591437	0.487553086	-1.250101434	0.051038	93.792	0.476969697	0.383434343	0.63969697	0.601451	0.261584	0.54754
1364544096_3	0.292349634	0.04648075	0	1R	0.105468633	TRUE	0.188690001	0.186191975	-1.030975688	0.10344	99.38	0.784747475	0.727272727	0.918686869	0.604522	0.263208	0.545496
1364621618_112	-0.214419557	0.027232684	0	1R	0.078993169	TRUE	0.145506497	0.137804938	-1.411638642	0.06308	86.57	0.078181818	0.011010101	0.726060606	0.840879	0.397489	0.400416
1364576618_604	0.152792738	0.037532196	0	1R	0.311959973	TRUE	0.429281896	0.414117901	-1.195615196	0.056622	93.62	0.465858586	0.50979798	0.681818182	1.08827	0.558342	0.276477
1364539570_670	-0.011557756	0.03363431	0	1R	0.614131551	TRUE	0.473947978	0.473804938	-0.848936747	0.082525	90.872	0.27959596	0.848282828	0.83959596	0.250654	0.0957813	0.802082
1364589905_436	-0.083573489	0.074058284	0	1R	0.743419418	TRUE	0.381493974	0.37220679	-1.239615217	0.025467	96.096	0.625151515	0.412525253	0.42979798	0.73288	0.333827	0.463632
1364530242_607	-0.022394873	0.020779221	0	1R	0.2594405	TRUE	0.384262254	0.394710494	-1.172294796	0.096004	89.584	0.206262626	0.552929293	0.894949495	0.374375	0.14989	0.708126
1364517244_527	-0.280289122	0.057308326	0	1R	0.15220313	TRUE	0.258074675	0.251879012	-1.262505206	0.032978	94.932	0.550707071	0.349090909	0.492020202	1.95126	1.29221	0.0510259
1364533218_537	0.530872143	0.072401611	0	1R	0.73971293	TRUE	0.385075423	0.42088642	-1.218029326	0.0097361	94.746	0.539191919	0.457474747	0.308787879	0.242484	0.0923709	0.808405
1364525667_961	0.393213956	0.022687156	0	1R	0.500162279	TRUE	0.499999947	0.499925309	-0.908931268	0.038764	91.478	0.318787879	0.817070707	0.541717172	0.279984	0.10819	0.77949
1364561497_550	-0.399896518	0.038477569	0	1R	0.259922089	TRUE	0.384725193	0.398249383	-1.311633578	0.028297	90.447	0.253333333	0.199191919	0.454949495	1.33016	0.736446	0.183465
1364563416_388	-0.220868409	0.067701273	0	1R	0.914561877	TRUE	0.1562769	0.15555	-1.106698845	0.10389	96.611	0.656464646	0.650707071	0.920808081	1.09253	0.561296	0.274602
1364557276_702	0.528550058	0.029712728	0	1R	0.21578975	TRUE	0.338449068	0.32265679	-0.353282675	0.12117	83.989	0.022424242	0.963838384	0.96040404	1.75947	1.10515	0.0784972
1364637595_979	-0.109040555	0.026915604	0	1R	0.812482923	TRUE	0.304708846	0.30155	-1.001474759	0.044137	93.834	0.47969697	0.752222222	0.583535354	0.108325	0.0391785	0.913738
1364529888_769	-0.054428548	0.049972054	0	1R	0.226586705	TRUE	0.35049034	0.354799383	-0.938170693	0.079207	101.12	0.848484848	0.797070707	0.821717172	0.373378	0.149435	0.708867
1364673672_690	0.049455296	0.081740152	0	1R	0.271015783	TRUE	0.395132456	0.387977778	-1.215889323	0.021909	95.658	0.595454545	0.462323232	0.402020202	1.46065	0.841305	0.14411
1364586198_969	0.355776386	0.117925961	0	1R	0.545167549	TRUE	0.495919785	0.499821605	-1.187855691	-0.0040312	114.17	0.991111111	0.525454545	0.221010101	0.414298	0.16835	0.678656
1364508953_771	0.169233519	0.097981343	0	1R	0.169608654	TRUE	0.281683116	0.25577716	-0.777934157	0.091866	89.244	0.186565657	0.877676768	0.88040404	0.169368	0.0627292	0.865507
1364573240_457	-0.258158157	0.031718729	0	1R	0.933798881	TRUE	0.123637062	0.108879012	-1.170426084	0.069221	87.516	0.109191919	0.557070707	0.768080808	0.602515	0.262146	0.546832
1364506001_896	0.21651492	0.186481269	0	1R	0.603511618	TRUE	0.47857069	0.48737716	-1.300630628	-0.027282	124.74	0.99989899	0.232020202	0.110909091	0.641779	0.283148	0.521017
1364544792_480	-0.054235705	0.032388466	0	1R	0.843643043	TRUE	0.263818919	0.27555	-1.039167857	0.053288	92.278	0.371515152	0.720707071	0.656969697	0.401029	0.16216	0.688399
1364569941_124	-0.429705981	0.027427425	0	1R	0.170909977	TRUE	0.283399514	0.27925679	-0.961459314	0.10393	97.526	0.701515152	0.782727273	0.921111111	0.568095	0.244148	0.569971
1364509802_398	-0.241574631	0.092706405	0	1R	0.559953538	TRUE	0.492811146	0.47700679	-1.292762058	0.0097562	102.18	0.873838384	0.257272727	0.308888889	0.493715	0.206553	0.621508
1364524122_743	0.17715284	0.030044647	0	1R	0.291661092	TRUE	0.413189799	0.402219753	0.121231455	0.15242	88.997	0.173232323	0.99030303	0.98969697	0.628854	0.276179	0.529445
1364557515_698	0.0463771	0.055249102	0	1R	0.679199599	TRUE	0.435775007	0.451258642	-1.318614022	0.040551	103.19	0.895555556	0.18	0.555454545	0.686655	0.30777	0.4923
1364505810_70	-0.01565606	0.069595834	0	1R	0.634935163	TRUE	0.463585003	0.459229012	-1.295000607	0.034254	109.23	0.972424242	0.25030303	0.502525253	0.26454	0.101624	0.791364
1364546963_317	-0.446976907	0.028509635	0	1R	0.045031725	TRUE	0.086007737	0.101969753	-0.800683726	0.16628	86.468	0.074444444	0.869292929	0.994444444	1.02341	0.514116	0.306114
1364523323_563	-0.026990112	0.047373241	0	1R	0.261820136	TRUE	0.386540705	0.369382716	-1.241572609	0.066797	94.166	0.502424242	0.406262626	0.752626263	0.487069	0.203281	0.626209
1364578209_890	-0.022942795	0.024699058	0	1R	0.305678958	TRUE	0.424478665	0.421327778	-1.304719757	0.049399	90.68	0.266060606	0.220505051	0.625454545	0.0304392	0.0106762	0.975717
1364590418_430	0.128656602	0.026529468	0	1R	0.334044143	TRUE	0.444917307	0.45263642	-1.277835171	-0.012919	89.255	0.187373737	0.303737374	0.171111111	0.55534	0.237575	0.578662
1364536286_167	-0.10302066	0.075567957	0	1R	0.785731489	TRUE	0.336715032	0.331154938	-0.738237682	0.067797	92.838	0.411717172	0.891414141	0.758787879	0.086937	0.0311802	0.930722
1364563942_394	0.166353281	0.028089945	0	1R	0.204027736	TRUE	0.324800838	0.329212346	-1.262417781	-0.030934	87.669	0.114747475	0.349292929	0.098585859	0.143194	0.0524993	0.886137
1364575969_200	-0.008532698	0.052668283	0	1R	0.419853794	TRUE	0.487153171	0.482577778	-1.097861073	0.032827	96.039	0.621717172	0.65979798	0.49020202	0.913904	0.442773	0.360768
1364601382_169	0.332756675	0.05738589	0	1R	0.827007518	TRUE	0.286132166	0.277777778	-0.877489229	0.023232	93.871	0.482020202	0.835353535	0.413333333	1.59611	0.956777	0.110464
1364563084_302	-0.006975137	0.128135265	0	1R	0.346197473	TRUE	0.452689565	0.455	-0.854865774	0.082621	108.45	0.966767677	0.845656566	0.83989899	0.333704	0.131589	0.738603
1364546482_528	-0.289047048	0.062342288	0	1R	0.523670136	TRUE	0.498879449	0.498266049	-1.250371885	0.051357	95.428	0.582222222	0.382222222	0.642323232	0.751112	0.344299	0.452586
1364590308_196	-0.512290162	0.050534924	0	1R	0.758841997	TRUE	0.366001641	0.357184568	-1.343298232	0.019809	90.563	0.260606061	0.108080808	0.383434343	1.30398	0.716154	0.192241
1364588699_390	-0.11235584	0.052692047	0	1R	0.436011928	TRUE	0.491811053	0.49382716	-1.333079735	0.010415	96.19	0.630808081	0.136060606	0.312727273	0.130548	0.0476277	0.896133
1364513871_442	-0.076577156	0.075996957	0	1R	0.230984426	TRUE	0.355261241	0.345679012	-0.52765318	0.11938	106.48	0.948383838	0.941313131	0.957474747	1.26261	0.684596	0.20673
1364604491_501	-0.182993226	0.026851184	0	1R	0.068603309	TRUE	0.12779379	0.139693827	-1.285728933	0.074478	92.266	0.370909091	0.28010101	0.795959596	0.990364	0.492149	0.321996
1364548854_241	0.226486313	0.017167995	0	1R	0.765767778	TRUE	0.358734976	0.369382716	-1.297216312	-0.036208	83.767	0.02030303	0.242323232	0.081414141	0.245695	0.0937092	0.805918
1364629884_384	0.287679694	0.034294338	0	1R	0.548126714	TRUE	0.495367639	0.498064198	-1.315603522	0.05449	89.933	0.222020202	0.187575758	0.665959596	0.751788	0.34469	0.452178
1364560407_289	0.27614017	0.048182178	0	1R	0.812510583	TRUE	0.304674271	0.315977778	-1.23608557	0.029797	95.31	0.574747475	0.421717172	0.466363636	0.659528	0.292808	0.509556
1364597044_394	-0.453370767	0.092888433	0	1R	0.661764871	TRUE	0.447664253	0.435599383	-1.203162118	-0.045594	98.373	0.741616162	0.491919192	0.05979798	2.30708	1.67674	0.0210502
1364537540_30	-0.055631547	0.040146493	0	1R	0.8759406	TRUE	0.21733733	0.206962346	-1.310895458	0.037625	87.521	0.10979798	0.201717172	0.532222222	0.728973	0.331597	0.466018
1364524265_979	0.363018546	0.023888743	0	1R	0.57721286	TRUE	0.488076348	0.496049383	-1.054698862	0.047982	86.489	0.075050505	0.706060606	0.616969697	0.799176	0.372441	0.424189
1364515671_526	0.130223568	0.036984932	0	1R	0.269096825	TRUE	0.393367448	0.373327778	-0.923723745	0.076509	95.359	0.577474747	0.806868687	0.806969697	0.0204988	0.00716142	0.983645
1364563026_114	-0.207717787	0.025507406	0	1R	0.83255073	TRUE	0.278820024	0.261182716	-1.348537838	0.015499	85.253	0.042525253	0.096969697	0.348888889	0.490001	0.204723	0.624133
1364678796_65	0.17368762	0.04209474	0	1R	0.349355928	TRUE	0.454612727	0.44555	-1.318442205	0.044549	103.85	0.90959596	0.181010101	0.587777778	0.692131	0.31082	0.488855
1364508778_62	0.05204585	0.03373281	0	1R	0.534593503	TRUE	0.497606579	0.498330864	-1.271013502	-0.00028351	89.645	0.21030303	0.323232323	0.243535354	0.60936	0.265772	0.542286
1364546433_983	0.212486184	0.084909945	0	1R	0.140652934	TRUE	0.241739372	0.23355	-1.332724537	0.059713	95.843	0.608080808	0.137272727	0.703636364	0.235384	0.0894233	0.813911
1364633852_473	0.041017247	0.029546011	0	1R	0.573830001	TRUE	0.489098262	0.487553086	-1.140501442	-0.026011	96.641	0.657979798	0.601414141	0.114444444	0.55945	0.239687	0.575854
1364597893_250	0.124962349	0.114731435	0	1R	0.090999925	TRUE	0.165437877	0.158311111	-1.250217321	-0.039978	105.79	0.93989899	0.383131313	0.071717172	0.293418	0.113959	0.769203
1364664034_477	0.16389566	0.021058517	0	1R	0.549637662	TRUE	0.495072205	0.495219753	-1.014483712	0.030699	96.233	0.634242424	0.740808081	0.475252525	0.475957	0.197839	0.634105
1364564206_688	0.378829022	0.034688337	0	1R	0.610041881	TRUE	0.475781569	0.479553086	-1.362960809	0.0096155	91.815	0.340808081	0.067373737	0.307979798	0.0474285	0.0167474	0.962172
1364553940_904	-0.008490501	0.058138058	0	1R	0.888029	TRUE	0.198866991	0.213727778	-1.035245528	0.10307	93.24	0.43989899	0.724242424	0.917676768	0.0817005	0.0292419	0.934885
1364514313_292	-0.202610785	0.074944491	0	1R	0.565626637	TRUE	0.491386289	0.488414198	-1.278263559	0.026142	103.38	0.90030303	0.302828283	0.433838384	0.746288	0.341518	0.455494
1364532851_858	0.065199956	0.036906914	0	1R	0.318229957	TRUE	0.433919303	0.426527778	-1.217778278	0.062441	99.018	0.768181818	0.458080808	0.721010101	0.980014	0.485347	0.327079
1364538120_7	-0.209904931	0.059861196	0	1R	0.317151369	TRUE	0.433132756	0.436394444	-1.286980128	0.0060829	92.704	0.402323232	0.276363636	0.284242424	0.00391337	0.00135817	0.996878
1364622465_920	-0.333957851	0.037178664	0	1R	0.776439483	TRUE	0.347162424	0.338814198	-1.138979639	0.056632	92.859	0.412929293	0.603737374	0.682020202	1.0958	0.563576	0.273164
1364554847_580	0.330009577	0.088479336	0	1R	0.822476191	TRUE	0.292018213	0.289471605	-0.946767851	0.047744	98.776	0.758888889	0.791919192	0.614444444	1.67143	1.02394	0.0946376
1364575392_258	0.268666251	0.061625484	0	1R	0.898328619	TRUE	0.182668623	0.153703086	-0.304877465	0.096034	99.511	0.788787879	0.968787879	0.895151515	1.25527	0.67906	0.209382
1364605649_737	-0.443412596	0.075909859	0	1R	0.951131635	TRUE	0.092960495	0.083925309	-1.218869597	-0.064583	92.095	0.358888889	0.455555556	0.03010101	1.88216	1.2232	0.0598138
1364572709_603	-0.155424511	0.099655247	0	1R	0.700359603	TRUE	0.419712059	0.392661111	-1.041211622	-0.09309	97.885	0.72020202	0.718888889	0.007474747	1.15844	0.60786	0.246683
1364534168_82	0.305342209	0.071262768	0	1R	0.596004029	TRUE	0.481566453	0.494311111	-1.2142432	0.033521	99.857	0.802222222	0.466767677	0.496161616	0.114544	0.0415284	0.908807
1364617655_235	0.081170652	0.04427697	0	1R	0.893635803	TRUE	0.190101709	0.191451235	-1.120984447	0.033153	84.731	0.032222222	0.628686869	0.493737374	0.123831	0.0450587	0.901449
1364569213_953	-0.070068102	0.084447351	0	1R	0.29935883	TRUE	0.419486242	0.419554938	-1.108780435	0.06551	101.08	0.846969697	0.646969697	0.745050505	0.245843	0.0937705	0.805804
1364618320_682	-0.218969692	0.070640574	0	1R	0.845306486	TRUE	0.261526862	0.241599383	-1.351464355	0.0022597	91.751	0.337878788	0.08989899	0.261515152	0.77025	0.355412	0.441152
1364635998_322	-0.050901401	0.035752324	0	1R	0.473826324	TRUE	0.498629877	0.499012346	-1.342972846	0.0032566	92.267	0.371111111	0.108989899	0.267878788	0.169925	0.062949	0.865069
1364586398_242	0.027064671	0.066563942	0	1R	0.082789414	TRUE	0.151870654	0.152777778	-1.383220009	0.046955	94.675	0.535454545	0.037777778	0.606969697	0.196	0.0733438	0.84461
1364588416_903	-0.215035221	0.021070171	0	1R	0.068317265	TRUE	0.127300033	0.13875	-1.130023576	-0.060518	87.879	0.122828283	0.614949495	0.034141414	0.535867	0.227641	0.59205
1364525547_112	-0.186138317	0.116159386	0	1R	0.501550261	TRUE	0.499995193	0.499821605	-1.240045238	0.055782	102.1	0.871919192	0.410909091	0.675050505	0.631387	0.277541	0.527788
1364582829_414	0.265613146	0.067151996	0	1R	0.519396829	TRUE	0.499247526	0.499984568	-1.108557328	0.061519	90.434	0.252626263	0.647373737	0.715252525	0.51088	0.215073	0.609435
1364670310_519	0.38155763	0.026464598	0	1R	0.289287266	TRUE	0.411200288	0.42088642	-0.314697255	0.11821	91.54	0.323131313	0.967979798	0.955151515	0.388004	0.156136	0.698013
1364560656_721	0.505834947	0.072544002	0	1R	0.110351354	TRUE	0.196347865	0.189703086	-1.307523226	0.04635	95.297	0.574242424	0.211515152	0.602323232	1.38644	0.780911	0.165611
1364638008_386	-0.34914025	0.052532817	0	1R	0.120301479	TRUE	0.211658066	0.198394444	-1.346922621	0.028955	94.811	0.543535354	0.100606061	0.46030303	1.67666	1.02868	0.0936093
1364573798_87	-0.070659566	0.02067658	0	1R	0.850187324	TRUE	0.254737676	0.27925679	-1.262743729	-0.0061685	88.091	0.131414141	0.348080808	0.206363636	0.951026	0.466493	0.341591
1364686425_964	0.205623696	0.027613951	0	1R	0.144875156	TRUE	0.247772691	0.234360494	-0.666008938	0.13353	89.862	0.218787879	0.913131313	0.975757576	0.0995483	0.0358805	0.920703
1364574690_927	0.037449195	0.037819986	0	1R	0.620371544	TRUE	0.471021383	0.469303086	-1.112793561	0.029719	94.946	0.551212121	0.64040404	0.465353535	0.124084	0.0451552	0.901249
1364554544_345	0.186946089	0.030776963	0	1R	0.599044835	TRUE	0.480380241	0.484197531	-1.295900984	0.022002	90.992	0.287474747	0.247272727	0.402626263	0.121276	0.0440852	0.903472
1364545590_696	-0.401072292	0.085008856	0	1R	0.197307339	TRUE	0.316754306	0.340701235	-1.26771885	0.043788	103.19	0.895555556	0.333636364	0.581212121	2.62404	2.06102	0.00868927
1364503770_888	0.071456539	0.046662481	0	1R	0.275491345	TRUE	0.399191728	0.385864198	-1.138095372	0.054911	92.708	0.402525253	0.604848485	0.668383838	0.0586705	0.0208093	0.953215
1364538570_961	-0.470532556	0.060499416	0	1R	0.091549066	TRUE	0.166335669	0.176434568	-1.151509138	0.071553	93.585	0.462828283	0.585656566	0.780505051	1.48257	0.859525	0.13819
1364557513_473	0.032076205	0.029038873	0	1R	0.161253458	TRUE	0.27050156	0.278517901	-1.239050049	-0.0036027	96.158	0.629292929	0.414141414	0.223838384	0.884999	0.424631	0.376157
1364575459_811	-0.516125	0.142766002	0	1R	0.133537935	TRUE	0.23141111	0.273311111	-1.276889273	0.064792	102.3	0.876969697	0.305757576	0.73959596	1.69263	1.04322	0.0905265
1364569998_373	-0.187135723	0.077015509	0	1R	0.91189682	TRUE	0.160682019	0.134962346	-1.434695389	0.019698	90.609	0.262525253	0.002323232	0.381919192	1.13762	0.592987	0.255278
1364582399_745	-0.384618918	0.073474231	0	1R	0.51173513	TRUE	0.499724573	0.499673457	-1.211577068	0.087155	95.759	0.601818182	0.473030303	0.861919192	0.0540582	0.0191385	0.956889
1364541715_275	-0.186298282	0.048663116	0	1R	0.718219038	TRUE	0.404760903	0.401727778	-1.360513511	0.036902	100.44	0.825959596	0.071111111	0.526565657	0.930291	0.453186	0.35222
1364545695_374	0.101537941	0.037744726	0	1R	0.208155679	TRUE	0.329653784	0.34257716	-1.327514222	0.010351	93.039	0.427373737	0.153939394	0.312424242	0.0350924	0.012331	0.972006
1364621307_168	0.251081856	0.094081083	0	1R	0.677098001	TRUE	0.437272596	0.450562346	-1.24533065	0.057171	106.09	0.943232323	0.395454545	0.686464646	0.0012198	0.000422885	0.999027
1364595411_427	0.20265281	0.087753299	0	1R	0.33801696	TRUE	0.447522989	0.440295679	-1.18436249	0.039168	101.12	0.848484848	0.531818182	0.545252525	0.439606	0.18031	0.660223
1364540261_832	0.248912902	0.034428245	0	1R	0.100832509	TRUE	0.181330629	0.149994444	-1.311304382	0.052455	77.816	0.000505051	0.20030303	0.65040404	0.169715	0.0628664	0.865234
1364667204_468	0.362241543	0.041337164	0	1R	0.310481464	TRUE	0.428165449	0.425673457	-1.353380651	0.030687	98.356	0.740606061	0.085656566	0.475151515	0.355761	0.141451	0.72202
1364505841_950	0.346090142	0.026988747	0	1R	0.625496461	TRUE	0.468501276	0.477716049	-0.771933447	0.057463	94.377	0.517575758	0.878989899	0.688484848	1.14466	0.597997	0.25235
1364591673_213	-0.265251599	0.121584008	0	1R	0.521241899	TRUE	0.499097563	0.497851235	-1.308617879	-0.0048963	106.36	0.946666667	0.207979798	0.215353535	0.497178	0.208265	0.619064
1364524090_602	0.088862952	0.028940608	0	1R	0.590509154	TRUE	0.483616186	0.481738272	-0.539012002	0.080483	86.874	0.087171717	0.938484848	0.829191919	0.76775	0.353954	0.442636
1364552579_723	0.404310514	0.061569547	0	1R	0.65542531	TRUE	0.451685946	0.460175309	-1.358972312	-0.024953	98.554	0.749292929	0.074949495	0.117272727	0.0597114	0.0211872	0.952386
1364571764_910	0.272809138	0.040678243	0	1R	0.822703523	TRUE	0.291724872	0.278517901	-1.337487709	-0.033341	96.891	0.671515152	0.123737374	0.09030303	0.213996	0.080634	0.83055
1364515057_816	0.250664213	0.187031956	0	1R	0.695761289	TRUE	0.423355036	0.428641975	-1.144589886	0.021746	114.74	0.992424242	0.595353535	0.40040404	2.02836	1.37137	0.0425233
1364569696_469	0.551102913	0.065442568	0	1R	0.609080835	TRUE	0.476202743	0.483194444	-1.063425943	-0.010143	95.805	0.605252525	0.697272727	0.185050505	0.181734	0.0676322	0.855791
1364586477_160	-0.155177262	0.077702186	0	1R	0.57842759	TRUE	0.487698226	0.490508642	-1.284882853	0.018322	98.145	0.732222222	0.282929293	0.370808081	1.28425	0.701031	0.199053
1364576566_949	-0.449001526	0.0387724	0	1R	0.306139173	TRUE	0.424835959	0.445916049	-1.13239111	0.045496	92.625	0.396666667	0.611212121	0.595353535	1.20534	0.641929	0.228072
